,name,alternating,positive,alexander_polynomial
7125,13a_4148,Y,,-2+15*t-48*t^2+89*t^3-107*t^4+89*t^5-48*t^6+15*t^7-2*t^8
7126,13a_4149,Y,,-1+7*t-23*t^2+49*t^3-75*t^4+87*t^5-75*t^6+49*t^7-23*t^8+7*t^9-t^10
7127,13a_4150,Y,,1-7*t+22*t^2-46*t^3+70*t^4-79*t^5+70*t^6-46*t^7+22*t^8-7*t^9+t^10
7128,13a_4151,Y,,2-14*t+41*t^2-74*t^3+91*t^4-74*t^5+41*t^6-14*t^7+2*t^8
7129,13a_4152,Y,,-1+7*t-23*t^2+51*t^3-82*t^4+97*t^5-82*t^6+51*t^7-23*t^8+7*t^9-t^10
7130,13a_4153,Y,,-1+7*t-23*t^2+51*t^3-78*t^4+89*t^5-78*t^6+51*t^7-23*t^8+7*t^9-t^10
7131,13a_4154,Y,,-2+14*t-43*t^2+83*t^3-103*t^4+83*t^5-43*t^6+14*t^7-2*t^8
7132,13a_4155,Y,,2-13*t+34*t^2-55*t^3+65*t^4-55*t^5+34*t^6-13*t^7+2*t^8
7133,13a_4156,Y,,-8+46*t-107*t^2+139*t^3-107*t^4+46*t^5-8*t^6
7134,13a_4157,Y,,1-6*t+19*t^2-38*t^3+56*t^4-63*t^5+56*t^6-38*t^7+19*t^8-6*t^9+t^10
7135,13a_4158,Y,,2-13*t+42*t^2-80*t^3+99*t^4-80*t^5+42*t^6-13*t^7+2*t^8
7136,13a_4159,Y,,-3+17*t-45*t^2+78*t^3-93*t^4+78*t^5-45*t^6+17*t^7-3*t^8
7137,13a_4160,Y,,3-17*t+45*t^2-72*t^3+83*t^4-72*t^5+45*t^6-17*t^7+3*t^8
7138,13a_4161,Y,,6-36*t+92*t^2-123*t^3+92*t^4-36*t^5+6*t^6
7139,13a_4162,Y,,-2+14*t-45*t^2+86*t^3-105*t^4+86*t^5-45*t^6+14*t^7-2*t^8
7140,13a_4163,Y,,-2+12*t-31*t^2+47*t^3-51*t^4+47*t^5-31*t^6+12*t^7-2*t^8
7141,13a_4164,Y,,3-17*t+46*t^2-74*t^3+85*t^4-74*t^5+46*t^6-17*t^7+3*t^8
7142,13a_4165,Y,,-4+26*t-70*t^2+97*t^3-70*t^4+26*t^5-4*t^6
7143,13a_4166,Y,,6-35*t+90*t^2-121*t^3+90*t^4-35*t^5+6*t^6
7144,13a_4167,Y,,-2+13*t-38*t^2+67*t^3-79*t^4+67*t^5-38*t^6+13*t^7-2*t^8
7145,13a_4168,Y,,1-12*t+52*t^2-117*t^3+153*t^4-117*t^5+52*t^6-12*t^7+t^8
7146,13a_4169,Y,,-3+17*t-47*t^2+84*t^3-101*t^4+84*t^5-47*t^6+17*t^7-3*t^8
7147,13a_4170,Y,,2-14*t+44*t^2-81*t^3+99*t^4-81*t^5+44*t^6-14*t^7+2*t^8
7148,13a_4171,Y,,-3+16*t-34*t^2+45*t^3-47*t^4+45*t^5-34*t^6+16*t^7-3*t^8
7149,13a_4172,Y,,-6+35*t-82*t^2+107*t^3-82*t^4+35*t^5-6*t^6
7150,13a_4173,Y,,3-17*t+48*t^2-84*t^3+101*t^4-84*t^5+48*t^6-17*t^7+3*t^8
7151,13a_4174,Y,,-1+6*t-17*t^2+32*t^3-44*t^4+49*t^5-44*t^6+32*t^7-17*t^8+6*t^9-t^10
7152,13a_4175,Y,,-1+7*t-24*t^2+54*t^3-87*t^4+103*t^5-87*t^6+54*t^7-24*t^8+7*t^9-t^10
7153,13a_4176,Y,,1-7*t+22*t^2-44*t^3+65*t^4-73*t^5+65*t^6-44*t^7+22*t^8-7*t^9+t^10
7154,13a_4177,Y,,2-14*t+43*t^2-79*t^3+97*t^4-79*t^5+43*t^6-14*t^7+2*t^8
7155,13a_4178,Y,,1-7*t+24*t^2-52*t^3+81*t^4-93*t^5+81*t^6-52*t^7+24*t^8-7*t^9+t^10
7156,13a_4179,Y,,-2+13*t-39*t^2+72*t^3-87*t^4+72*t^5-39*t^6+13*t^7-2*t^8
7157,13a_4180,Y,,1-7*t+25*t^2-56*t^3+90*t^4-105*t^5+90*t^6-56*t^7+25*t^8-7*t^9+t^10
7158,13a_4181,Y,,-3+20*t-62*t^2+117*t^3-143*t^4+117*t^5-62*t^6+20*t^7-3*t^8
7159,13a_4182,Y,,1-7*t+22*t^2-46*t^3+71*t^4-81*t^5+71*t^6-46*t^7+22*t^8-7*t^9+t^10
7160,13a_4183,Y,,1-7*t+24*t^2-52*t^3+81*t^4-93*t^5+81*t^6-52*t^7+24*t^8-7*t^9+t^10
7161,13a_4184,Y,,-3+17*t-49*t^2+90*t^3-109*t^4+90*t^5-49*t^6+17*t^7-3*t^8
7162,13a_4185,Y,,-8+48*t-115*t^2+151*t^3-115*t^4+48*t^5-8*t^6
7163,13a_4186,Y,,1-6*t+18*t^2-36*t^3+54*t^4-61*t^5+54*t^6-36*t^7+18*t^8-6*t^9+t^10
7164,13a_4187,Y,,2-12*t+34*t^2-60*t^3+73*t^4-60*t^5+34*t^6-12*t^7+2*t^8
7165,13a_4188,Y,,2-15*t+46*t^2-81*t^3+97*t^4-81*t^5+46*t^6-15*t^7+2*t^8
7166,13a_4189,Y,,1-6*t+19*t^2-40*t^3+60*t^4-67*t^5+60*t^6-40*t^7+19*t^8-6*t^9+t^10
7167,13a_4190,Y,,11-39*t+68*t^2-79*t^3+68*t^4-39*t^5+11*t^6
7168,13a_4191,Y,,19-66*t+95*t^2-66*t^3+19*t^4
7169,13a_4192,Y,,2-13*t+39*t^2-69*t^3+83*t^4-69*t^5+39*t^6-13*t^7+2*t^8
7170,13a_4193,Y,,2-13*t+41*t^2-75*t^3+91*t^4-75*t^5+41*t^6-13*t^7+2*t^8
7171,13a_4194,Y,,2-13*t+39*t^2-67*t^3+79*t^4-67*t^5+39*t^6-13*t^7+2*t^8
7172,13a_4195,Y,,11-38*t+65*t^2-75*t^3+65*t^4-38*t^5+11*t^6
7173,13a_4196,Y,,20-69*t+99*t^2-69*t^3+20*t^4
7174,13a_4197,Y,,-2+13*t-41*t^2+79*t^3-97*t^4+79*t^5-41*t^6+13*t^7-2*t^8
7175,13a_4198,Y,,-6+34*t-75*t^2+95*t^3-75*t^4+34*t^5-6*t^6
7176,13a_4199,Y,,2-14*t+42*t^2-76*t^3+93*t^4-76*t^5+42*t^6-14*t^7+2*t^8
7177,13a_4200,Y,,-7+37*t-82*t^2+105*t^3-82*t^4+37*t^5-7*t^6
7178,13a_4201,Y,,1-5*t+12*t^2-17*t^3+21*t^4-23*t^5+21*t^6-17*t^7+12*t^8-5*t^9+t^10
7179,13a_4202,Y,,2-11*t+29*t^2-44*t^3+49*t^4-44*t^5+29*t^6-11*t^7+2*t^8
7180,13a_4203,Y,,2-11*t+27*t^2-36*t^3+37*t^4-36*t^5+27*t^6-11*t^7+2*t^8
7181,13a_4204,Y,,4-24*t+64*t^2-87*t^3+64*t^4-24*t^5+4*t^6
7182,13a_4205,Y,,-4+29*t-82*t^2+115*t^3-82*t^4+29*t^5-4*t^6
7183,13a_4206,Y,,-3+14*t-26*t^2+35*t^3-39*t^4+35*t^5-26*t^6+14*t^7-3*t^8
7184,13a_4207,Y,,-6+29*t-54*t^2+63*t^3-54*t^4+29*t^5-6*t^6
7185,13a_4208,Y,,-11+51*t-79*t^2+51*t^3-11*t^4
7186,13a_4209,Y,,-7+32*t-66*t^2+83*t^3-66*t^4+32*t^5-7*t^6
7187,13a_4210,Y,,4-31*t+90*t^2-125*t^3+90*t^4-31*t^5+4*t^6
7188,13a_4211,Y,,2-14*t+46*t^2-90*t^3+113*t^4-90*t^5+46*t^6-14*t^7+2*t^8
7189,13a_4212,Y,,5-18*t+38*t^2-57*t^3+65*t^4-57*t^5+38*t^6-18*t^7+5*t^8
7190,13a_4213,Y,,8-27*t+48*t^2-57*t^3+48*t^4-27*t^5+8*t^6
7191,13a_4214,Y,,13-41*t+57*t^2-41*t^3+13*t^4
7192,13a_4215,Y,,11-41*t+76*t^2-91*t^3+76*t^4-41*t^5+11*t^6
7193,13a_4216,Y,,17-58*t+83*t^2-58*t^3+17*t^4
7194,13a_4217,Y,,13-52*t+103*t^2-127*t^3+103*t^4-52*t^5+13*t^6
7195,13a_4218,Y,,-1+7*t-23*t^2+49*t^3-72*t^4+81*t^5-72*t^6+49*t^7-23*t^8+7*t^9-t^10
7196,13a_4219,Y,,2-15*t+45*t^2-77*t^3+91*t^4-77*t^5+45*t^6-15*t^7+2*t^8
7197,13a_4220,Y,,2-16*t+54*t^2-106*t^3+133*t^4-106*t^5+54*t^6-16*t^7+2*t^8
7198,13a_4221,Y,,1-7*t+23*t^2-51*t^3+82*t^4-95*t^5+82*t^6-51*t^7+23*t^8-7*t^9+t^10
7199,13a_4222,Y,,2-14*t+48*t^2-96*t^3+121*t^4-96*t^5+48*t^6-14*t^7+2*t^8
7200,13a_4223,Y,,1-6*t+19*t^2-37*t^3+52*t^4-57*t^5+52*t^6-37*t^7+19*t^8-6*t^9+t^10
7201,13a_4224,Y,,2-13*t+43*t^2-84*t^3+105*t^4-84*t^5+43*t^6-13*t^7+2*t^8
7202,13a_4225,Y,,7-40*t+100*t^2-133*t^3+100*t^4-40*t^5+7*t^6
7203,13a_4226,Y,,-2+14*t-45*t^2+89*t^3-111*t^4+89*t^5-45*t^6+14*t^7-2*t^8
7204,13a_4227,Y,,2-14*t+46*t^2-92*t^3+117*t^4-92*t^5+46*t^6-14*t^7+2*t^8
7205,13a_4228,Y,,1-6*t+17*t^2-32*t^3+44*t^4-47*t^5+44*t^6-32*t^7+17*t^8-6*t^9+t^10
7206,13a_4229,Y,,2-13*t+40*t^2-78*t^3+99*t^4-78*t^5+40*t^6-13*t^7+2*t^8
7207,13a_4230,Y,,-5+25*t-50*t^2+61*t^3-50*t^4+25*t^5-5*t^6
7208,13a_4231,Y,,2-13*t+39*t^2-67*t^3+79*t^4-67*t^5+39*t^6-13*t^7+2*t^8
7209,13a_4232,Y,,-6+34*t-77*t^2+99*t^3-77*t^4+34*t^5-6*t^6
7210,13a_4233,Y,,21-74*t+107*t^2-74*t^3+21*t^4
7211,13a_4234,Y,,-3+16*t-41*t^2+68*t^3-79*t^4+68*t^5-41*t^6+16*t^7-3*t^8
7212,13a_4235,Y,,-5+26*t-60*t^2+79*t^3-60*t^4+26*t^5-5*t^6
7213,13a_4236,Y,,-3+15*t-37*t^2+62*t^3-73*t^4+62*t^5-37*t^6+15*t^7-3*t^8
7214,13a_4237,Y,,-6+30*t-66*t^2+85*t^3-66*t^4+30*t^5-6*t^6
7215,13a_4238,Y,,1-11*t+44*t^2-94*t^3+121*t^4-94*t^5+44*t^6-11*t^7+t^8
7216,13a_4239,Y,,-6+37*t-88*t^2+115*t^3-88*t^4+37*t^5-6*t^6
7217,13a_4240,Y,,-2+11*t-30*t^2+48*t^3-53*t^4+48*t^5-30*t^6+11*t^7-2*t^8
7218,13a_4241,Y,,-3+15*t-35*t^2+52*t^3-57*t^4+52*t^5-35*t^6+15*t^7-3*t^8
7219,13a_4242,Y,,-6+32*t-76*t^2+101*t^3-76*t^4+32*t^5-6*t^6
7220,13a_4243,Y,,-2+11*t-30*t^2+52*t^3-61*t^4+52*t^5-30*t^6+11*t^7-2*t^8
7221,13a_4244,Y,,-3+18*t-53*t^2+97*t^3-117*t^4+97*t^5-53*t^6+18*t^7-3*t^8
7222,13a_4245,Y,,3-29*t+88*t^2-123*t^3+88*t^4-29*t^5+3*t^6
7223,13a_4246,Y,,3-17*t+50*t^2-92*t^3+113*t^4-92*t^5+50*t^6-17*t^7+3*t^8
7224,13a_4247,Y,,-1+7*t-25*t^2+56*t^3-88*t^4+103*t^5-88*t^6+56*t^7-25*t^8+7*t^9-t^10
7225,13a_4248,Y,,-3+19*t-59*t^2+112*t^3-137*t^4+112*t^5-59*t^6+19*t^7-3*t^8
7226,13a_4249,Y,,1-7*t+24*t^2-52*t^3+81*t^4-93*t^5+81*t^6-52*t^7+24*t^8-7*t^9+t^10
7227,13a_4250,Y,,1-7*t+23*t^2-47*t^3+70*t^4-79*t^5+70*t^6-47*t^7+23*t^8-7*t^9+t^10
7228,13a_4251,Y,,2-14*t+44*t^2-81*t^3+99*t^4-81*t^5+44*t^6-14*t^7+2*t^8
7229,13a_4252,Y,,-1+7*t-22*t^2+44*t^3-63*t^4+71*t^5-63*t^6+44*t^7-22*t^8+7*t^9-t^10
7230,13a_4253,Y,,1-7*t+24*t^2-55*t^3+89*t^4-103*t^5+89*t^6-55*t^7+24*t^8-7*t^9+t^10
7231,13a_4254,Y,,1-6*t+18*t^2-37*t^3+57*t^4-65*t^5+57*t^6-37*t^7+18*t^8-6*t^9+t^10
7232,13a_4255,Y,,4-33*t+96*t^2-133*t^3+96*t^4-33*t^5+4*t^6
7233,13a_4256,Y,,-3+18*t-49*t^2+85*t^3-101*t^4+85*t^5-49*t^6+18*t^7-3*t^8
7234,13a_4257,Y,,-1+6*t-17*t^2+33*t^3-48*t^4+55*t^5-48*t^6+33*t^7-17*t^8+6*t^9-t^10
7235,13a_4258,Y,,-2+12*t-33*t^2+57*t^3-67*t^4+57*t^5-33*t^6+12*t^7-2*t^8
7236,13a_4259,Y,,-3+15*t-31*t^2+44*t^3-49*t^4+44*t^5-31*t^6+15*t^7-3*t^8
7237,13a_4260,Y,,1-8*t+29*t^2-65*t^3+102*t^4-117*t^5+102*t^6-65*t^7+29*t^8-8*t^9+t^10
7238,13a_4261,Y,,2-9*t+21*t^2-35*t^3+43*t^4-35*t^5+21*t^6-9*t^7+2*t^8
7239,13a_4262,Y,,4-18*t+35*t^2-41*t^3+35*t^4-18*t^5+4*t^6
7240,13a_4263,Y,,4-16*t+27*t^2-29*t^3+27*t^4-16*t^5+4*t^6
7241,13a_4264,Y,,8-34*t+53*t^2-34*t^3+8*t^4
7242,13a_4265,Y,,1-7*t+24*t^2-51*t^3+75*t^4-83*t^5+75*t^6-51*t^7+24*t^8-7*t^9+t^10
7243,13a_4266,Y,,2-14*t+47*t^2-95*t^3+121*t^4-95*t^5+47*t^6-14*t^7+2*t^8
7244,13a_4267,Y,,-1+7*t-23*t^2+48*t^3-68*t^4+75*t^5-68*t^6+48*t^7-23*t^8+7*t^9-t^10
7245,13a_4268,Y,,-1+8*t-29*t^2+66*t^3-104*t^4+121*t^5-104*t^6+66*t^7-29*t^8+8*t^9-t^10
7246,13a_4269,Y,,-2+14*t-46*t^2+93*t^3-117*t^4+93*t^5-46*t^6+14*t^7-2*t^8
7247,13a_4270,Y,,2-11*t+27*t^2-39*t^3+43*t^4-39*t^5+27*t^6-11*t^7+2*t^8
7248,13a_4271,Y,,4-22*t+53*t^2-69*t^3+53*t^4-22*t^5+4*t^6
7249,13a_4272,Y,,-4+26*t-69*t^2+95*t^3-69*t^4+26*t^5-4*t^6
7250,13a_4273,Y,,-2+9*t-15*t^2+19*t^3-21*t^4+19*t^5-15*t^6+9*t^7-2*t^8
7251,13a_4274,Y,,-4+20*t-37*t^2+43*t^3-37*t^4+20*t^5-4*t^6
7252,13a_4275,Y,,-4+18*t-29*t^2+31*t^3-29*t^4+18*t^5-4*t^6
7253,13a_4276,Y,,-8+38*t-59*t^2+38*t^3-8*t^4
7254,13a_4277,Y,,-2+11*t-27*t^2+45*t^3-53*t^4+45*t^5-27*t^6+11*t^7-2*t^8
7255,13a_4278,Y,,-14+54*t-79*t^2+54*t^3-14*t^4
7256,13a_4279,Y,,4-23*t+55*t^2-71*t^3+55*t^4-23*t^5+4*t^6
7257,13a_4280,Y,,-1+8*t-28*t^2+61*t^3-95*t^4+111*t^5-95*t^6+61*t^7-28*t^8+8*t^9-t^10
7258,13a_4281,Y,,-1+8*t-28*t^2+59*t^3-85*t^4+95*t^5-85*t^6+59*t^7-28*t^8+8*t^9-t^10
7259,13a_4282,Y,,2-13*t+36*t^2-62*t^3+75*t^4-62*t^5+36*t^6-13*t^7+2*t^8
7260,13a_4283,Y,,-4+22*t-49*t^2+63*t^3-49*t^4+22*t^5-4*t^6
7261,13a_4284,Y,,1-9*t+34*t^2-76*t^3+119*t^4-137*t^5+119*t^6-76*t^7+34*t^8-9*t^9+t^10
7262,13a_4285,Y,,-1+7*t-23*t^2+50*t^3-78*t^4+91*t^5-78*t^6+50*t^7-23*t^8+7*t^9-t^10
7263,13a_4286,Y,,-1+6*t-18*t^2+39*t^3-62*t^4+73*t^5-62*t^6+39*t^7-18*t^8+6*t^9-t^10
7264,13a_4287,Y,,2-14*t+44*t^2-82*t^3+101*t^4-82*t^5+44*t^6-14*t^7+2*t^8
7265,13a_4288,Y,,-2+14*t-45*t^2+88*t^3-109*t^4+88*t^5-45*t^6+14*t^7-2*t^8
7266,13a_4289,Y,,-2+15*t-50*t^2+100*t^3-125*t^4+100*t^5-50*t^6+15*t^7-2*t^8
7267,13a_4290,Y,,-2+11*t-27*t^2+43*t^3-49*t^4+43*t^5-27*t^6+11*t^7-2*t^8
7268,13a_4291,Y,,-1+5*t-13*t^2+25*t^3-35*t^4+39*t^5-35*t^6+25*t^7-13*t^8+5*t^9-t^10
7269,13a_4292,Y,,1-5*t+13*t^2-21*t^3+29*t^4-33*t^5+29*t^6-21*t^7+13*t^8-5*t^9+t^10
7270,13a_4293,Y,,2-11*t+29*t^2-43*t^3+47*t^4-43*t^5+29*t^6-11*t^7+2*t^8
7271,13a_4294,Y,,-2+11*t-29*t^2+51*t^3-61*t^4+51*t^5-29*t^6+11*t^7-2*t^8
7272,13a_4295,Y,,4-24*t+65*t^2-89*t^3+65*t^4-24*t^5+4*t^6
7273,13a_4296,Y,,1-5*t+13*t^2-25*t^3+37*t^4-41*t^5+37*t^6-25*t^7+13*t^8-5*t^9+t^10
7274,13a_4297,Y,,1-5*t+13*t^2-21*t^3+27*t^4-29*t^5+27*t^6-21*t^7+13*t^8-5*t^9+t^10
7275,13a_4298,Y,,2-11*t+31*t^2-53*t^3+63*t^4-53*t^5+31*t^6-11*t^7+2*t^8
7276,13a_4299,Y,,2-9*t+19*t^2-29*t^3+35*t^4-29*t^5+19*t^6-9*t^7+2*t^8
7277,13a_4300,Y,,-2+9*t-19*t^2+29*t^3-33*t^4+29*t^5-19*t^6+9*t^7-2*t^8
7278,13a_4301,Y,,-4+20*t-43*t^2+55*t^3-43*t^4+20*t^5-4*t^6
7279,13a_4302,Y,,4-11*t+19*t^2-27*t^3+31*t^4-27*t^5+19*t^6-11*t^7+4*t^8
7280,13a_4303,Y,,8-24*t+37*t^2-41*t^3+37*t^4-24*t^5+8*t^6
7281,13a_4304,Y,,16-52*t+73*t^2-52*t^3+16*t^4
7282,13a_4305,Y,,2-10*t+26*t^2-43*t^3+51*t^4-43*t^5+26*t^6-10*t^7+2*t^8
7283,13a_4306,Y,,1-5*t+14*t^2-26*t^3+37*t^4-41*t^5+37*t^6-26*t^7+14*t^8-5*t^9+t^10
7284,13a_4307,Y,,3-13*t+27*t^2-33*t^3+27*t^4-13*t^5+3*t^6
7285,13a_4308,Y,,-1+6*t-19*t^2+41*t^3-62*t^4+71*t^5-62*t^6+41*t^7-19*t^8+6*t^9-t^10
7286,13a_4309,Y,,1-7*t+22*t^2-44*t^3+65*t^4-73*t^5+65*t^6-44*t^7+22*t^8-7*t^9+t^10
7287,13a_4310,Y,,2-11*t+27*t^2-43*t^3+51*t^4-43*t^5+27*t^6-11*t^7+2*t^8
7288,13a_4311,Y,,4-20*t+41*t^2-49*t^3+41*t^4-20*t^5+4*t^6
7289,13a_4312,Y,,-1+5*t-9*t^2+13*t^3-17*t^4+19*t^5-17*t^6+13*t^7-9*t^8+5*t^9-t^10
7290,13a_4313,Y,,-2+11*t-23*t^2+33*t^3-37*t^4+33*t^5-23*t^6+11*t^7-2*t^8
7291,13a_4314,Y,,-2+11*t-21*t^2+25*t^3-25*t^4+25*t^5-21*t^6+11*t^7-2*t^8
7292,13a_4315,Y,,-4+24*t-53*t^2+67*t^3-53*t^4+24*t^5-4*t^6
7293,13a_4316,Y,,-1+5*t-9*t^2+13*t^3-15*t^4+15*t^5-15*t^6+13*t^7-9*t^8+5*t^9-t^10
7294,13a_4317,Y,,-2+11*t-23*t^2+35*t^3-41*t^4+35*t^5-23*t^6+11*t^7-2*t^8
7295,13a_4318,Y,,-2+12*t-28*t^2+45*t^3-53*t^4+45*t^5-28*t^6+12*t^7-2*t^8
7296,13a_4319,Y,,-1+10*t-36*t^2+68*t^3-81*t^4+68*t^5-36*t^6+10*t^7-t^8
7297,13a_4320,Y,,-3+17*t-33*t^2+39*t^3-33*t^4+17*t^5-3*t^6
7298,13a_4321,Y,,-3+16*t-34*t^2+49*t^3-55*t^4+49*t^5-34*t^6+16*t^7-3*t^8
7299,13a_4322,Y,,-6+34*t-74*t^2+93*t^3-74*t^4+34*t^5-6*t^6
7300,13a_4323,Y,,1-6*t+17*t^2-29*t^3+40*t^4-45*t^5+40*t^6-29*t^7+17*t^8-6*t^9+t^10
7301,13a_4324,Y,,2-13*t+38*t^2-62*t^3+71*t^4-62*t^5+38*t^6-13*t^7+2*t^8
7302,13a_4325,Y,,1-10*t+34*t^2-60*t^3+71*t^4-60*t^5+34*t^6-10*t^7+t^8
7303,13a_4326,Y,,-4+22*t-43*t^2+51*t^3-43*t^4+22*t^5-4*t^6
7304,13a_4327,Y,,-1+5*t-10*t^2+16*t^3-21*t^4+23*t^5-21*t^6+16*t^7-10*t^8+5*t^9-t^10
7305,13a_4328,Y,,-2+10*t-20*t^2+29*t^3-33*t^4+29*t^5-20*t^6+10*t^7-2*t^8
7306,13a_4329,Y,,-2+11*t-23*t^2+32*t^3-35*t^4+32*t^5-23*t^6+11*t^7-2*t^8
7307,13a_4330,Y,,-4+22*t-46*t^2+57*t^3-46*t^4+22*t^5-4*t^6
7308,13a_4331,Y,,5-17*t+33*t^2-46*t^3+51*t^4-46*t^5+33*t^6-17*t^7+5*t^8
7309,13a_4332,Y,,10-37*t+70*t^2-85*t^3+70*t^4-37*t^5+10*t^6
7310,13a_4333,Y,,-3+13*t-19*t^2+19*t^3-19*t^4+13*t^5-3*t^6
7311,13a_4334,Y,,-6+29*t-45*t^2+29*t^3-6*t^4
7312,13a_4335,Y,,-1+7*t-23*t^2+49*t^3-71*t^4+79*t^5-71*t^6+49*t^7-23*t^8+7*t^9-t^10
7313,13a_4336,Y,,3-13*t+27*t^2-34*t^3+35*t^4-34*t^5+27*t^6-13*t^7+3*t^8
7314,13a_4337,Y,,6-29*t+66*t^2-85*t^3+66*t^4-29*t^5+6*t^6
7315,13a_4338,Y,,5-22*t+46*t^2-57*t^3+46*t^4-22*t^5+5*t^6
7316,13a_4339,Y,,-1+7*t-23*t^2+48*t^3-72*t^4+83*t^5-72*t^6+48*t^7-23*t^8+7*t^9-t^10
7317,13a_4340,Y,,-2+14*t-44*t^2+81*t^3-97*t^4+81*t^5-44*t^6+14*t^7-2*t^8
7318,13a_4341,Y,,3-14*t+34*t^2-54*t^3+63*t^4-54*t^5+34*t^6-14*t^7+3*t^8
7319,13a_4342,Y,,2-19*t+59*t^2-83*t^3+59*t^4-19*t^5+2*t^6
7320,13a_4343,Y,,7-26*t+39*t^2-26*t^3+7*t^4
7321,13a_4344,Y,,-1+7*t-22*t^2+43*t^3-63*t^4+73*t^5-63*t^6+43*t^7-22*t^8+7*t^9-t^10
7322,13a_4345,Y,,-2+14*t-42*t^2+71*t^3-81*t^4+71*t^5-42*t^6+14*t^7-2*t^8
7323,13a_4346,Y,,-1+7*t-21*t^2+37*t^3-46*t^4+49*t^5-46*t^6+37*t^7-21*t^8+7*t^9-t^10
7324,13a_4347,Y,,-2+15*t-48*t^2+88*t^3-105*t^4+88*t^5-48*t^6+15*t^7-2*t^8
7325,13a_4348,Y,,3-19*t+56*t^2-97*t^3+115*t^4-97*t^5+56*t^6-19*t^7+3*t^8
7326,13a_4349,Y,,1-7*t+21*t^2-39*t^3+54*t^4-59*t^5+54*t^6-39*t^7+21*t^8-7*t^9+t^10
7327,13a_4350,Y,,2-15*t+48*t^2-90*t^3+111*t^4-90*t^5+48*t^6-15*t^7+2*t^8
7328,13a_4351,Y,,1-6*t+18*t^2-34*t^3+47*t^4-51*t^5+47*t^6-34*t^7+18*t^8-6*t^9+t^10
7329,13a_4352,Y,,2-13*t+41*t^2-78*t^3+97*t^4-78*t^5+41*t^6-13*t^7+2*t^8
7330,13a_4353,Y,,1-7*t+25*t^2-58*t^3+95*t^4-111*t^5+95*t^6-58*t^7+25*t^8-7*t^9+t^10
7331,13a_4354,Y,,1-6*t+19*t^2-40*t^3+63*t^4-73*t^5+63*t^6-40*t^7+19*t^8-6*t^9+t^10
7332,13a_4355,Y,,-2+15*t-50*t^2+97*t^3-119*t^4+97*t^5-50*t^6+15*t^7-2*t^8
7333,13a_4356,Y,,2-15*t+51*t^2-100*t^3+125*t^4-100*t^5+51*t^6-15*t^7+2*t^8
7334,13a_4357,Y,,2-12*t+35*t^2-62*t^3+75*t^4-62*t^5+35*t^6-12*t^7+2*t^8
7335,13a_4358,Y,,-1+8*t-28*t^2+59*t^3-87*t^4+99*t^5-87*t^6+59*t^7-28*t^8+8*t^9-t^10
7336,13a_4359,Y,,1-8*t+28*t^2-61*t^3+95*t^4-109*t^5+95*t^6-61*t^7+28*t^8-8*t^9+t^10
7337,13a_4360,Y,,1-5*t+14*t^2-25*t^3+33*t^4-35*t^5+33*t^6-25*t^7+14*t^8-5*t^9+t^10
7338,13a_4361,Y,,2-11*t+33*t^2-62*t^3+77*t^4-62*t^5+33*t^6-11*t^7+2*t^8
7339,13a_4362,Y,,-3+14*t-28*t^2+35*t^3-35*t^4+35*t^5-28*t^6+14*t^7-3*t^8
7340,13a_4363,Y,,-6+31*t-70*t^2+91*t^3-70*t^4+31*t^5-6*t^6
7341,13a_4364,Y,,1-7*t+24*t^2-53*t^3+83*t^4-95*t^5+83*t^6-53*t^7+24*t^8-7*t^9+t^10
7342,13a_4365,Y,,-3+18*t-44*t^2+70*t^3-81*t^4+70*t^5-44*t^6+18*t^7-3*t^8
7343,13a_4366,Y,,12-47*t+93*t^2-115*t^3+93*t^4-47*t^5+12*t^6
7344,13a_4367,Y,,1-6*t+19*t^2-41*t^3+65*t^4-75*t^5+65*t^6-41*t^7+19*t^8-6*t^9+t^10
7345,13a_4368,Y,,5-17*t+34*t^2-50*t^3+57*t^4-50*t^5+34*t^6-17*t^7+5*t^8
7346,13a_4369,Y,,9-31*t+55*t^2-65*t^3+55*t^4-31*t^5+9*t^6
7347,13a_4370,Y,,-3+15*t-34*t^2+54*t^3-63*t^4+54*t^5-34*t^6+15*t^7-3*t^8
7348,13a_4371,Y,,2-13*t+41*t^2-76*t^3+93*t^4-76*t^5+41*t^6-13*t^7+2*t^8
7349,13a_4372,Y,,2-10*t+26*t^2-44*t^3+53*t^4-44*t^5+26*t^6-10*t^7+2*t^8
7350,13a_4373,Y,,-5+25*t-51*t^2+63*t^3-51*t^4+25*t^5-5*t^6
7351,13a_4374,Y,,-6+27*t-55*t^2+69*t^3-55*t^4+27*t^5-6*t^6
7352,13a_4375,Y,,-2+14*t-44*t^2+82*t^3-99*t^4+82*t^5-44*t^6+14*t^7-2*t^8
7353,13a_4376,Y,,6-28*t+58*t^2-71*t^3+58*t^4-28*t^5+6*t^6
7354,13a_4377,Y,,10-41*t+63*t^2-41*t^3+10*t^4
7355,13a_4378,Y,,-2+14*t-43*t^2+77*t^3-91*t^4+77*t^5-43*t^6+14*t^7-2*t^8
7356,13a_4379,Y,,5-16*t+30*t^2-41*t^3+45*t^4-41*t^5+30*t^6-16*t^7+5*t^8
7357,13a_4380,Y,,10-36*t+68*t^2-83*t^3+68*t^4-36*t^5+10*t^6
7358,13a_4381,Y,,5-15*t+25*t^2-30*t^3+31*t^4-30*t^5+25*t^6-15*t^7+5*t^8
