,name,alternating,positive,alexander_polynomial
906,12a_105,Y,N,1-7*t+17*t^2-26*t^3+29*t^4-26*t^5+17*t^6-7*t^7+t^8
907,12a_106,Y,N,2-14*t+34*t^2-45*t^3+34*t^4-14*t^5+2*t^6
909,12a_108,Y,N,1-8*t+26*t^2-51*t^3+63*t^4-51*t^5+26*t^6-8*t^7+t^8
910,12a_109,Y,N,2-14*t+35*t^2-47*t^3+35*t^4-14*t^5+2*t^6
911,12a_110,Y,N,3-18*t+42*t^2-55*t^3+42*t^4-18*t^5+3*t^6
912,12a_111,Y,N,1-8*t+26*t^2-47*t^3+57*t^4-47*t^5+26*t^6-8*t^7+t^8
913,12a_112,Y,N,1-7*t+20*t^2-35*t^3+41*t^4-35*t^5+20*t^6-7*t^7+t^8
914,12a_113,Y,N,1-7*t+24*t^2-48*t^3+59*t^4-48*t^5+24*t^6-7*t^7+t^8
915,12a_114,Y,N,4-21*t+46*t^2-59*t^3+46*t^4-21*t^5+4*t^6
916,12a_115,Y,N,1-7*t+25*t^2-50*t^3+63*t^4-50*t^5+25*t^6-7*t^7+t^8
917,12a_116,Y,N,1-7*t+20*t^2-36*t^3+43*t^4-36*t^5+20*t^6-7*t^7+t^8
918,12a_117,Y,N,4-21*t+46*t^2-59*t^3+46*t^4-21*t^5+4*t^6
919,12a_118,Y,N,2-13*t+32*t^2-43*t^3+32*t^4-13*t^5+2*t^6
920,12a_119,Y,N,1-7*t+22*t^2-40*t^3+49*t^4-40*t^5+22*t^6-7*t^7+t^8
921,12a_120,Y,N,1-8*t+26*t^2-51*t^3+63*t^4-51*t^5+26*t^6-8*t^7+t^8
922,12a_121,Y,N,2-13*t+33*t^2-45*t^3+33*t^4-13*t^5+2*t^6
923,12a_122,Y,N,1-7*t+20*t^2-36*t^3+43*t^4-36*t^5+20*t^6-7*t^7+t^8
924,12a_123,Y,N,1-7*t+19*t^2-30*t^3+35*t^4-30*t^5+19*t^6-7*t^7+t^8
925,12a_124,Y,N,2-14*t+36*t^2-47*t^3+36*t^4-14*t^5+2*t^6
926,12a_125,Y,N,1-12*t+44*t^2-67*t^3+44*t^4-12*t^5+t^6
927,12a_126,Y,N,1-8*t+26*t^2-49*t^3+61*t^4-49*t^5+26*t^6-8*t^7+t^8
928,12a_127,Y,N,3-17*t+37*t^2-45*t^3+37*t^4-17*t^5+3*t^6
929,12a_128,Y,N,5-25*t+41*t^2-25*t^3+5*t^4
930,12a_129,Y,N,1-7*t+19*t^2-32*t^3+37*t^4-32*t^5+19*t^6-7*t^7+t^8
931,12a_130,Y,N,2-14*t+36*t^2-49*t^3+36*t^4-14*t^5+2*t^6
932,12a_131,Y,N,1-8*t+26*t^2-49*t^3+59*t^4-49*t^5+26*t^6-8*t^7+t^8
933,12a_132,Y,N,1-8*t+26*t^2-49*t^3+61*t^4-49*t^5+26*t^6-8*t^7+t^8
934,12a_133,Y,N,1-8*t+26*t^2-49*t^3+59*t^4-49*t^5+26*t^6-8*t^7+t^8
935,12a_134,Y,N,1-8*t+26*t^2-47*t^3+57*t^4-47*t^5+26*t^6-8*t^7+t^8
936,12a_135,Y,N,2-15*t+42*t^2-57*t^3+42*t^4-15*t^5+2*t^6
937,12a_136,Y,N,1-8*t+26*t^2-47*t^3+55*t^4-47*t^5+26*t^6-8*t^7+t^8
938,12a_137,Y,N,1-8*t+26*t^2-46*t^3+53*t^4-46*t^5+26*t^6-8*t^7+t^8
939,12a_138,Y,N,1-8*t+26*t^2-48*t^3+57*t^4-48*t^5+26*t^6-8*t^7+t^8
940,12a_139,Y,N,1-8*t+28*t^2-56*t^3+71*t^4-56*t^5+28*t^6-8*t^7+t^8
941,12a_140,Y,N,2-15*t+43*t^2-61*t^3+43*t^4-15*t^5+2*t^6
942,12a_141,Y,N,1-7*t+20*t^2-33*t^3+39*t^4-33*t^5+20*t^6-7*t^7+t^8
943,12a_142,Y,N,1-7*t+22*t^2-39*t^3+47*t^4-39*t^5+22*t^6-7*t^7+t^8
947,12a_146,Y,N,1-3*t+6*t^2-7*t^3+7*t^4-7*t^5+7*t^6-7*t^7+6*t^8-3*t^9+t^10
948,12a_147,Y,N,2-7*t+15*t^2-20*t^3+21*t^4-20*t^5+15*t^6-7*t^7+2*t^8
949,12a_148,Y,N,2-8*t+20*t^2-32*t^3+37*t^4-32*t^5+20*t^6-8*t^7+2*t^8
950,12a_149,Y,N,1-7*t+22*t^2-43*t^3+53*t^4-43*t^5+22*t^6-7*t^7+t^8
951,12a_150,Y,N,4-16*t+36*t^2-47*t^3+36*t^4-16*t^5+4*t^6
952,12a_151,Y,N,2-13*t+35*t^2-47*t^3+35*t^4-13*t^5+2*t^6
954,12a_153,Y,N,3-11*t+24*t^2-31*t^3+24*t^4-11*t^5+3*t^6
955,12a_154,Y,N,4-24*t+56*t^2-73*t^3+56*t^4-24*t^5+4*t^6
956,12a_155,Y,N,2-15*t+41*t^2-55*t^3+41*t^4-15*t^5+2*t^6
958,12a_157,Y,N,1-7*t+22*t^2-40*t^3+49*t^4-40*t^5+22*t^6-7*t^7+t^8
959,12a_158,Y,N,1-7*t+16*t^2-23*t^3+25*t^4-23*t^5+16*t^6-7*t^7+t^8
960,12a_159,Y,N,2-15*t+37*t^2-49*t^3+37*t^4-15*t^5+2*t^6
961,12a_160,Y,N,2-7*t+14*t^2-18*t^3+19*t^4-18*t^5+14*t^6-7*t^7+2*t^8
962,12a_161,Y,N,4-16*t+34*t^2-43*t^3+34*t^4-16*t^5+4*t^6
963,12a_162,Y,N,4-24*t+56*t^2-73*t^3+56*t^4-24*t^5+4*t^6
964,12a_163,Y,N,4-22*t+54*t^2-71*t^3+54*t^4-22*t^5+4*t^6
965,12a_164,Y,N,1-7*t+20*t^2-36*t^3+43*t^4-36*t^5+20*t^6-7*t^7+t^8
966,12a_165,Y,N,2-11*t+24*t^2-31*t^3+24*t^4-11*t^5+2*t^6
967,12a_166,Y,N,1-7*t+20*t^2-36*t^3+43*t^4-36*t^5+20*t^6-7*t^7+t^8
968,12a_167,Y,N,2-8*t+19*t^2-30*t^3+35*t^4-30*t^5+19*t^6-8*t^7+2*t^8
969,12a_168,Y,N,3-11*t+22*t^2-27*t^3+22*t^4-11*t^5+3*t^6
970,12a_169,Y,N,4-12*t+17*t^2-12*t^3+4*t^4
971,12a_170,Y,N,3-18*t+42*t^2-53*t^3+42*t^4-18*t^5+3*t^6
972,12a_171,Y,N,3-18*t+46*t^2-63*t^3+46*t^4-18*t^5+3*t^6
973,12a_172,Y,N,1-7*t+18*t^2-25*t^3+27*t^4-25*t^5+18*t^6-7*t^7+t^8
974,12a_173,Y,N,1-7*t+20*t^2-35*t^3+43*t^4-35*t^5+20*t^6-7*t^7+t^8
975,12a_174,Y,N,1-7*t+20*t^2-35*t^3+41*t^4-35*t^5+20*t^6-7*t^7+t^8
976,12a_175,Y,N,2-16*t+44*t^2-59*t^3+44*t^4-16*t^5+2*t^6
977,12a_176,Y,N,2-13*t+31*t^2-39*t^3+31*t^4-13*t^5+2*t^6
978,12a_177,Y,N,2-15*t+41*t^2-55*t^3+41*t^4-15*t^5+2*t^6
979,12a_178,Y,N,3-16*t+32*t^2-37*t^3+32*t^4-16*t^5+3*t^6
980,12a_179,Y,N,1-7*t+18*t^2-27*t^3+29*t^4-27*t^5+18*t^6-7*t^7+t^8
981,12a_180,Y,N,2-15*t+41*t^2-57*t^3+41*t^4-15*t^5+2*t^6
982,12a_181,Y,N,1-11*t+40*t^2-61*t^3+40*t^4-11*t^5+t^6
983,12a_182,Y,N,1-7*t+20*t^2-36*t^3+43*t^4-36*t^5+20*t^6-7*t^7+t^8
984,12a_183,Y,N,6-30*t+49*t^2-30*t^3+6*t^4
985,12a_184,Y,N,1-8*t+27*t^2-52*t^3+65*t^4-52*t^5+27*t^6-8*t^7+t^8
986,12a_185,Y,N,1-8*t+27*t^2-54*t^3+67*t^4-54*t^5+27*t^6-8*t^7+t^8
987,12a_186,Y,N,1-8*t+25*t^2-40*t^3+45*t^4-40*t^5+25*t^6-8*t^7+t^8
988,12a_187,Y,N,2-16*t+49*t^2-69*t^3+49*t^4-16*t^5+2*t^6
989,12a_188,Y,N,1-8*t+26*t^2-47*t^3+57*t^4-47*t^5+26*t^6-8*t^7+t^8
990,12a_189,Y,N,1-8*t+26*t^2-48*t^3+59*t^4-48*t^5+26*t^6-8*t^7+t^8
991,12a_190,Y,N,1-8*t+26*t^2-46*t^3+55*t^4-46*t^5+26*t^6-8*t^7+t^8
992,12a_191,Y,N,1-8*t+28*t^2-58*t^3+73*t^4-58*t^5+28*t^6-8*t^7+t^8
993,12a_192,Y,N,2-15*t+43*t^2-59*t^3+43*t^4-15*t^5+2*t^6
994,12a_193,Y,N,1-7*t+16*t^2-19*t^3+19*t^4-19*t^5+16*t^6-7*t^7+t^8
995,12a_194,Y,N,2-15*t+39*t^2-51*t^3+39*t^4-15*t^5+2*t^6
996,12a_195,Y,N,1-7*t+18*t^2-28*t^3+33*t^4-28*t^5+18*t^6-7*t^7+t^8
997,12a_196,Y,N,2-13*t+30*t^2-37*t^3+30*t^4-13*t^5+2*t^6
998,12a_197,Y,N,3-17*t+29*t^2-17*t^3+3*t^4
999,12a_198,Y,N,2-16*t+50*t^2-73*t^3+50*t^4-16*t^5+2*t^6
1000,12a_199,Y,N,5-26*t+56*t^2-71*t^3+56*t^4-26*t^5+5*t^6
1001,12a_200,Y,N,1-7*t+24*t^2-47*t^3+57*t^4-47*t^5+24*t^6-7*t^7+t^8
1002,12a_201,Y,N,2-13*t+37*t^2-53*t^3+37*t^4-13*t^5+2*t^6
1003,12a_202,Y,N,1-8*t+28*t^2-58*t^3+75*t^4-58*t^5+28*t^6-8*t^7+t^8
1004,12a_203,Y,N,1-7*t+22*t^2-39*t^3+45*t^4-39*t^5+22*t^6-7*t^7+t^8
1005,12a_204,Y,N,2-14*t+41*t^2-59*t^3+41*t^4-14*t^5+2*t^6
1006,12a_205,Y,N,2-9*t+18*t^2-26*t^3+29*t^4-26*t^5+18*t^6-9*t^7+2*t^8
1007,12a_206,Y,N,3-13*t+23*t^2-27*t^3+23*t^4-13*t^5+3*t^6
1008,12a_207,Y,N,1-7*t+20*t^2-33*t^3+37*t^4-33*t^5+20*t^6-7*t^7+t^8
1009,12a_208,Y,N,2-14*t+39*t^2-55*t^3+39*t^4-14*t^5+2*t^6
1010,12a_209,Y,N,1-8*t+29*t^2-60*t^3+77*t^4-60*t^5+29*t^6-8*t^7+t^8
1011,12a_210,Y,N,4-20*t+43*t^2-55*t^3+43*t^4-20*t^5+4*t^6
1012,12a_211,Y,N,2-8*t+20*t^2-34*t^3+41*t^4-34*t^5+20*t^6-8*t^7+2*t^8
1013,12a_212,Y,N,4-16*t+33*t^2-41*t^3+33*t^4-16*t^5+4*t^6
1014,12a_213,Y,N,1-8*t+28*t^2-54*t^3+65*t^4-54*t^5+28*t^6-8*t^7+t^8
1015,12a_214,Y,N,1-8*t+28*t^2-56*t^3+71*t^4-56*t^5+28*t^6-8*t^7+t^8
1016,12a_215,Y,N,1-7*t+22*t^2-42*t^3+51*t^4-42*t^5+22*t^6-7*t^7+t^8
1017,12a_216,Y,N,1-7*t+18*t^2-24*t^3+25*t^4-24*t^5+18*t^6-7*t^7+t^8
1018,12a_217,Y,N,1-7*t+22*t^2-42*t^3+53*t^4-42*t^5+22*t^6-7*t^7+t^8
1019,12a_218,Y,N,2-15*t+42*t^2-57*t^3+42*t^4-15*t^5+2*t^6
1020,12a_219,Y,N,1-7*t+22*t^2-38*t^3+45*t^4-38*t^5+22*t^6-7*t^7+t^8
1021,12a_220,Y,N,1-7*t+22*t^2-40*t^3+47*t^4-40*t^5+22*t^6-7*t^7+t^8
1022,12a_221,Y,N,2-14*t+40*t^2-57*t^3+40*t^4-14*t^5+2*t^6
1023,12a_222,Y,N,1-8*t+29*t^2-62*t^3+81*t^4-62*t^5+29*t^6-8*t^7+t^8
1024,12a_223,Y,N,3-18*t+44*t^2-59*t^3+44*t^4-18*t^5+3*t^6
1025,12a_224,Y,N,1-8*t+27*t^2-50*t^3+59*t^4-50*t^5+27*t^6-8*t^7+t^8
1026,12a_225,Y,N,1-7*t+24*t^2-50*t^3+63*t^4-50*t^5+24*t^6-7*t^7+t^8
1027,12a_226,Y,N,4-20*t+41*t^2-51*t^3+41*t^4-20*t^5+4*t^6
1028,12a_227,Y,N,5-26*t+56*t^2-71*t^3+56*t^4-26*t^5+5*t^6
1029,12a_228,Y,N,1-7*t+24*t^2-49*t^3+61*t^4-49*t^5+24*t^6-7*t^7+t^8
1030,12a_229,Y,N,2-16*t+48*t^2-69*t^3+48*t^4-16*t^5+2*t^6
1031,12a_230,Y,N,3-20*t+56*t^2-77*t^3+56*t^4-20*t^5+3*t^6
1032,12a_231,Y,N,5-24*t+48*t^2-59*t^3+48*t^4-24*t^5+5*t^6
1033,12a_232,Y,N,4-20*t+42*t^2-53*t^3+42*t^4-20*t^5+4*t^6
1034,12a_233,Y,N,1-8*t+27*t^2-54*t^3+69*t^4-54*t^5+27*t^6-8*t^7+t^8
1035,12a_234,Y,N,2-8*t+18*t^2-27*t^3+31*t^4-27*t^5+18*t^6-8*t^7+2*t^8
1036,12a_235,Y,N,4-18*t+40*t^2-51*t^3+40*t^4-18*t^5+4*t^6
1037,12a_236,Y,N,2-8*t+14*t^2-17*t^3+17*t^4-17*t^5+14*t^6-8*t^7+2*t^8
1038,12a_237,Y,N,4-18*t+36*t^2-45*t^3+36*t^4-18*t^5+4*t^6
1039,12a_238,Y,N,4-17*t+33*t^2-41*t^3+33*t^4-17*t^5+4*t^6
1040,12a_239,Y,N,6-22*t+31*t^2-22*t^3+6*t^4
1041,12a_240,Y,N,2-9*t+22*t^2-34*t^3+39*t^4-34*t^5+22*t^6-9*t^7+2*t^8
1042,12a_241,Y,N,3-13*t+29*t^2-37*t^3+29*t^4-13*t^5+3*t^6
1043,12a_242,Y,N,1-7*t+22*t^2-41*t^3+49*t^4-41*t^5+22*t^6-7*t^7+t^8
1044,12a_243,Y,N,2-12*t+31*t^2-43*t^3+31*t^4-12*t^5+2*t^6
1045,12a_244,Y,N,5-24*t+56*t^2-73*t^3+56*t^4-24*t^5+5*t^6
1046,12a_245,Y,N,1-7*t+24*t^2-49*t^3+63*t^4-49*t^5+24*t^6-7*t^7+t^8
1047,12a_246,Y,N,1-7*t+20*t^2-31*t^3+35*t^4-31*t^5+20*t^6-7*t^7+t^8
1048,12a_247,Y,N,2-14*t+39*t^2-53*t^3+39*t^4-14*t^5+2*t^6
1049,12a_248,Y,N,2-13*t+34*t^2-47*t^3+34*t^4-13*t^5+2*t^6
1050,12a_249,Y,N,2-13*t+36*t^2-49*t^3+36*t^4-13*t^5+2*t^6
1051,12a_250,Y,N,1-7*t+20*t^2-32*t^3+37*t^4-32*t^5+20*t^6-7*t^7+t^8
1052,12a_251,Y,N,2-14*t+38*t^2-51*t^3+38*t^4-14*t^5+2*t^6
1053,12a_252,Y,N,2-9*t+17*t^2-24*t^3+27*t^4-24*t^5+17*t^6-9*t^7+2*t^8
1054,12a_253,Y,N,4-19*t+36*t^2-43*t^3+36*t^4-19*t^5+4*t^6
1055,12a_254,Y,N,3-13*t+21*t^2-23*t^3+21*t^4-13*t^5+3*t^6
1056,12a_255,Y,N,6-27*t+41*t^2-27*t^3+6*t^4
1057,12a_256,Y,N,3-20*t+52*t^2-69*t^3+52*t^4-20*t^5+3*t^6
1058,12a_257,Y,N,2-16*t+46*t^2-63*t^3+46*t^4-16*t^5+2*t^6
1059,12a_258,Y,N,1-7*t+20*t^2-35*t^3+43*t^4-35*t^5+20*t^6-7*t^7+t^8
1060,12a_259,Y,N,2-12*t+27*t^2-33*t^3+27*t^4-12*t^5+2*t^6
1061,12a_260,Y,N,1-7*t+22*t^2-39*t^3+45*t^4-39*t^5+22*t^6-7*t^7+t^8
1062,12a_261,Y,N,1-8*t+27*t^2-52*t^3+65*t^4-52*t^5+27*t^6-8*t^7+t^8
1063,12a_262,Y,N,1-7*t+22*t^2-41*t^3+49*t^4-41*t^5+22*t^6-7*t^7+t^8
1064,12a_263,Y,N,3-19*t+48*t^2-63*t^3+48*t^4-19*t^5+3*t^6
1065,12a_264,Y,N,1-9*t+33*t^2-65*t^3+79*t^4-65*t^5+33*t^6-9*t^7+t^8
1066,12a_265,Y,N,1-8*t+30*t^2-66*t^3+87*t^4-66*t^5+30*t^6-8*t^7+t^8
1067,12a_266,Y,N,2-11*t+28*t^2-44*t^3+51*t^4-44*t^5+28*t^6-11*t^7+2*t^8
1068,12a_267,Y,N,4-22*t+52*t^2-67*t^3+52*t^4-22*t^5+4*t^6
1069,12a_268,Y,N,1-8*t+30*t^2-61*t^3+77*t^4-61*t^5+30*t^6-8*t^7+t^8
1070,12a_269,Y,N,4-18*t+34*t^2-41*t^3+34*t^4-18*t^5+4*t^6
1071,12a_270,Y,N,6-25*t+37*t^2-25*t^3+6*t^4
1072,12a_271,Y,N,1-7*t+22*t^2-39*t^3+47*t^4-39*t^5+22*t^6-7*t^7+t^8
1073,12a_272,Y,N,2-14*t+39*t^2-53*t^3+39*t^4-14*t^5+2*t^6
1074,12a_273,Y,N,4-21*t+47*t^2-61*t^3+47*t^4-21*t^5+4*t^6
1075,12a_274,Y,N,2-8*t+18*t^2-26*t^3+29*t^4-26*t^5+18*t^6-8*t^7+2*t^8
1076,12a_275,Y,N,4-18*t+41*t^2-53*t^3+41*t^4-18*t^5+4*t^6
1079,12a_278,Y,N,1-7*t+18*t^2-28*t^3+31*t^4-28*t^5+18*t^6-7*t^7+t^8
1080,12a_279,Y,N,2-15*t+40*t^2-55*t^3+40*t^4-15*t^5+2*t^6
1081,12a_280,Y,N,1-7*t+22*t^2-42*t^3+51*t^4-42*t^5+22*t^6-7*t^7+t^8
1082,12a_281,Y,N,1-7*t+24*t^2-46*t^3+57*t^4-46*t^5+24*t^6-7*t^7+t^8
1083,12a_282,Y,N,1-8*t+26*t^2-50*t^3+63*t^4-50*t^5+26*t^6-8*t^7+t^8
1084,12a_283,Y,N,1-8*t+26*t^2-48*t^3+57*t^4-48*t^5+26*t^6-8*t^7+t^8
1085,12a_284,Y,N,1-8*t+25*t^2-43*t^3+49*t^4-43*t^5+25*t^6-8*t^7+t^8
1086,12a_285,Y,N,1-8*t+27*t^2-49*t^3+57*t^4-49*t^5+27*t^6-8*t^7+t^8
1087,12a_286,Y,N,3-20*t+55*t^2-77*t^3+55*t^4-20*t^5+3*t^6
1088,12a_287,Y,N,1-8*t+27*t^2-53*t^3+65*t^4-53*t^5+27*t^6-8*t^7+t^8
1089,12a_288,Y,N,1-8*t+28*t^2-56*t^3+69*t^4-56*t^5+28*t^6-8*t^7+t^8
1090,12a_289,Y,N,5-23*t+43*t^2-51*t^3+43*t^4-23*t^5+5*t^6
1091,12a_290,Y,N,2-9*t+21*t^2-34*t^3+39*t^4-34*t^5+21*t^6-9*t^7+2*t^8
1092,12a_291,Y,N,4-17*t+34*t^2-43*t^3+34*t^4-17*t^5+4*t^6
1093,12a_292,Y,N,1-8*t+25*t^2-47*t^3+57*t^4-47*t^5+25*t^6-8*t^7+t^8
1095,12a_294,Y,N,2-9*t+24*t^2-40*t^3+47*t^4-40*t^5+24*t^6-9*t^7+2*t^8
1097,12a_296,Y,N,3-21*t+55*t^2-73*t^3+55*t^4-21*t^5+3*t^6
1098,12a_297,Y,N,2-8*t+19*t^2-30*t^3+35*t^4-30*t^5+19*t^6-8*t^7+2*t^8
1099,12a_298,Y,N,1-7*t+20*t^2-36*t^3+43*t^4-36*t^5+20*t^6-7*t^7+t^8
1100,12a_299,Y,N,1-7*t+20*t^2-33*t^3+39*t^4-33*t^5+20*t^6-7*t^7+t^8
1101,12a_300,Y,N,2-14*t+37*t^2-49*t^3+37*t^4-14*t^5+2*t^6
1102,12a_301,Y,N,3-20*t+52*t^2-71*t^3+52*t^4-20*t^5+3*t^6
1103,12a_302,Y,N,4-16*t+33*t^2-41*t^3+33*t^4-16*t^5+4*t^6
1104,12a_303,Y,N,2-14*t+36*t^2-49*t^3+36*t^4-14*t^5+2*t^6
1105,12a_304,Y,N,1-7*t+18*t^2-27*t^3+31*t^4-27*t^5+18*t^6-7*t^7+t^8
1106,12a_305,Y,N,1-7*t+20*t^2-35*t^3+41*t^4-35*t^5+20*t^6-7*t^7+t^8
1107,12a_306,Y,N,2-14*t+35*t^2-45*t^3+35*t^4-14*t^5+2*t^6
1108,12a_307,Y,N,2-14*t+37*t^2-51*t^3+37*t^4-14*t^5+2*t^6
1109,12a_308,Y,N,2-16*t+48*t^2-69*t^3+48*t^4-16*t^5+2*t^6
1110,12a_309,Y,N,3-21*t+58*t^2-81*t^3+58*t^4-21*t^5+3*t^6
1111,12a_310,Y,N,1-8*t+27*t^2-53*t^3+67*t^4-53*t^5+27*t^6-8*t^7+t^8
1112,12a_311,Y,N,5-23*t+42*t^2-49*t^3+42*t^4-23*t^5+5*t^6
1113,12a_312,Y,N,9-40*t+61*t^2-40*t^3+9*t^4
1114,12a_313,Y,N,4-20*t+48*t^2-63*t^3+48*t^4-20*t^5+4*t^6
1115,12a_314,Y,N,3-21*t+51*t^2-67*t^3+51*t^4-21*t^5+3*t^6
1116,12a_315,Y,N,5-24*t+50*t^2-63*t^3+50*t^4-24*t^5+5*t^6
1117,12a_316,Y,N,1-8*t+29*t^2-62*t^3+81*t^4-62*t^5+29*t^6-8*t^7+t^8
1118,12a_317,Y,N,5-25*t+60*t^2-79*t^3+60*t^4-25*t^5+5*t^6
1119,12a_318,Y,N,1-7*t+22*t^2-43*t^3+53*t^4-43*t^5+22*t^6-7*t^7+t^8
1122,12a_321,Y,N,2-10*t+22*t^2-33*t^3+37*t^4-33*t^5+22*t^6-10*t^7+2*t^8
1123,12a_322,Y,N,4-20*t+42*t^2-53*t^3+42*t^4-20*t^5+4*t^6
1124,12a_323,Y,N,1-8*t+28*t^2-55*t^3+69*t^4-55*t^5+28*t^6-8*t^7+t^8
1125,12a_324,Y,N,1-8*t+26*t^2-49*t^3+59*t^4-49*t^5+26*t^6-8*t^7+t^8
1126,12a_325,Y,N,1-8*t+27*t^2-53*t^3+65*t^4-53*t^5+27*t^6-8*t^7+t^8
1127,12a_326,Y,N,3-19*t+51*t^2-69*t^3+51*t^4-19*t^5+3*t^6
1128,12a_327,Y,N,4-18*t+40*t^2-51*t^3+40*t^4-18*t^5+4*t^6
1129,12a_328,Y,N,1-8*t+27*t^2-52*t^3+63*t^4-52*t^5+27*t^6-8*t^7+t^8
1130,12a_329,Y,N,4-17*t+31*t^2-37*t^3+31*t^4-17*t^5+4*t^6
1131,12a_330,Y,N,6-24*t+35*t^2-24*t^3+6*t^4
1132,12a_331,Y,N,1-7*t+22*t^2-37*t^3+43*t^4-37*t^5+22*t^6-7*t^7+t^8
1133,12a_332,Y,N,2-14*t+41*t^2-57*t^3+41*t^4-14*t^5+2*t^6
1134,12a_333,Y,N,1-8*t+27*t^2-52*t^3+65*t^4-52*t^5+27*t^6-8*t^7+t^8
1135,12a_334,Y,N,1-8*t+28*t^2-54*t^3+67*t^4-54*t^5+28*t^6-8*t^7+t^8
1136,12a_335,Y,N,1-9*t+30*t^2-59*t^3+73*t^4-59*t^5+30*t^6-9*t^7+t^8
1137,12a_336,Y,N,4-22*t+49*t^2-63*t^3+49*t^4-22*t^5+4*t^6
1138,12a_337,Y,N,3-22*t+62*t^2-85*t^3+62*t^4-22*t^5+3*t^6
1139,12a_338,Y,N,2-16*t+45*t^2-61*t^3+45*t^4-16*t^5+2*t^6
1140,12a_339,Y,N,9-39*t+59*t^2-39*t^3+9*t^4
1141,12a_340,Y,N,3-21*t+59*t^2-81*t^3+59*t^4-21*t^5+3*t^6
1142,12a_341,Y,N,1-8*t+26*t^2-49*t^3+61*t^4-49*t^5+26*t^6-8*t^7+t^8
1143,12a_342,Y,N,1-8*t+26*t^2-51*t^3+65*t^4-51*t^5+26*t^6-8*t^7+t^8
1144,12a_343,Y,N,3-19*t+47*t^2-61*t^3+47*t^4-19*t^5+3*t^6
1147,12a_346,Y,N,2-11*t+27*t^2-42*t^3+49*t^4-42*t^5+27*t^6-11*t^7+2*t^8
1148,12a_347,Y,N,4-23*t+54*t^2-69*t^3+54*t^4-23*t^5+4*t^6
1149,12a_348,Y,N,2-17*t+54*t^2-79*t^3+54*t^4-17*t^5+2*t^6
1150,12a_349,Y,N,1-8*t+26*t^2-43*t^3+49*t^4-43*t^5+26*t^6-8*t^7+t^8
1151,12a_350,Y,N,5-25*t+52*t^2-65*t^3+52*t^4-25*t^5+5*t^6
1152,12a_351,Y,N,1-7*t+24*t^2-48*t^3+61*t^4-48*t^5+24*t^6-7*t^7+t^8
1153,12a_352,Y,N,1-8*t+28*t^2-57*t^3+71*t^4-57*t^5+28*t^6-8*t^7+t^8
1154,12a_353,Y,N,4-19*t+43*t^2-55*t^3+43*t^4-19*t^5+4*t^6
1155,12a_354,Y,N,5-26*t+60*t^2-77*t^3+60*t^4-26*t^5+5*t^6
1158,12a_357,Y,N,3-17*t+40*t^2-53*t^3+40*t^4-17*t^5+3*t^6
1159,12a_358,Y,N,1-8*t+28*t^2-56*t^3+69*t^4-56*t^5+28*t^6-8*t^7+t^8
1160,12a_359,Y,N,1-9*t+33*t^2-67*t^3+85*t^4-67*t^5+33*t^6-9*t^7+t^8
1161,12a_360,Y,N,3-20*t+53*t^2-73*t^3+53*t^4-20*t^5+3*t^6
1162,12a_361,Y,N,1-9*t+34*t^2-73*t^3+95*t^4-73*t^5+34*t^6-9*t^7+t^8
1163,12a_362,Y,N,1-9*t+31*t^2-56*t^3+67*t^4-56*t^5+31*t^6-9*t^7+t^8
1164,12a_363,Y,N,1-8*t+27*t^2-49*t^3+59*t^4-49*t^5+27*t^6-8*t^7+t^8
1165,12a_364,Y,N,1-8*t+29*t^2-63*t^3+81*t^4-63*t^5+29*t^6-8*t^7+t^8
1166,12a_365,Y,N,2-9*t+18*t^2-24*t^3+25*t^4-24*t^5+18*t^6-9*t^7+2*t^8
1167,12a_366,Y,N,4-20*t+44*t^2-57*t^3+44*t^4-20*t^5+4*t^6
1170,12a_369,Y,N,1-3*t+6*t^2-8*t^3+10*t^4-11*t^5+10*t^6-8*t^7+6*t^8-3*t^9+t^10
1171,12a_370,Y,N,2-7*t+15*t^2-21*t^3+23*t^4-21*t^5+15*t^6-7*t^7+2*t^8
1172,12a_371,Y,N,2-7*t+14*t^2-17*t^3+17*t^4-17*t^5+14*t^6-7*t^7+2*t^8
1173,12a_372,Y,N,4-16*t+35*t^2-45*t^3+35*t^4-16*t^5+4*t^6
1174,12a_373,Y,N,1-7*t+18*t^2-30*t^3+35*t^4-30*t^5+18*t^6-7*t^7+t^8
1175,12a_374,Y,N,1-7*t+22*t^2-40*t^3+49*t^4-40*t^5+22*t^6-7*t^7+t^8
1176,12a_375,Y,N,2-7*t+15*t^2-22*t^3+25*t^4-22*t^5+15*t^6-7*t^7+2*t^8
1177,12a_376,Y,N,4-15*t+30*t^2-37*t^3+30*t^4-15*t^5+4*t^6
1178,12a_377,Y,N,1-8*t+26*t^2-48*t^3+59*t^4-48*t^5+26*t^6-8*t^7+t^8
1179,12a_378,Y,N,2-12*t+30*t^2-39*t^3+30*t^4-12*t^5+2*t^6
1180,12a_379,Y,N,3-9*t+15*t^2-17*t^3+15*t^4-9*t^5+3*t^6
1181,12a_380,Y,N,6-19*t+27*t^2-19*t^3+6*t^4
1182,12a_381,Y,N,3-17*t+36*t^2-43*t^3+36*t^4-17*t^5+3*t^6
1183,12a_382,Y,N,1-7*t+18*t^2-26*t^3+29*t^4-26*t^5+18*t^6-7*t^7+t^8
1184,12a_383,Y,N,1-7*t+20*t^2-34*t^3+39*t^4-34*t^5+20*t^6-7*t^7+t^8
